mmsi,total_records,first_seen,last_seen,duration_days,avg_latitude,avg_longitude,avg_speed_knots,min_speed_knots,max_speed_knots,avg_course
257597900,66,2025-03-19 17:23:59.540000+00:00,2025-03-19 17:35:30.464000+00:00,0.01,59.9892,5.2111,21.38,20.9,21.7,179.2
259034410,57,2024-11-06 06:57:38.263000+00:00,2024-11-06 07:06:57.478000+00:00,0.01,61.11,5.0246,19.84,19.2,21.1,105.6
257437000,56,2025-03-19 07:43:58.132000+00:00,2025-03-19 07:50:12.695000+00:00,0.0,60.0517,5.1967,1.73,0.6,3.9,152.7
259021000,51,2024-09-19 19:37:30.043000+00:00,2024-09-19 19:39:21.054000+00:00,0.0,61.1841,5.0106,7.69,7.1,10.9,175.2
970026690,9,2024-09-13 09:39:49.093000+00:00,2025-03-02 21:26:00.272000+00:00,170.49,61.0746,5.503,0.0,0.0,0.0,0.0
970020031,3,2025-03-07 09:36:50.245000+00:00,2025-03-27 10:40:07.444000+00:00,20.04,60.0998,5.2002,0.0,0.0,0.0,0.0
970020430,2,2025-02-28 13:41:21.203000+00:00,2025-02-28 13:41:26.323000+00:00,0.0,60.04,5.3386,0.0,0.0,0.0,0.0
970024905,2,2025-02-28 10:33:52.603000+00:00,2025-02-28 10:34:00.931000+00:00,0.0,61.0905,5.5082,0.0,0.0,0.0,0.0
970024843,1,2024-12-03 09:00:53.182000+00:00,2024-12-03 09:00:53.182000+00:00,0.0,61.0429,5.0184,0.0,0.0,0.0,0.0
970024831,1,2024-12-03 09:04:14.558000+00:00,2024-12-03 09:04:14.558000+00:00,0.0,61.0147,5.0152,0.0,0.0,0.0,0.0
970015127,1,2024-09-10 11:05:56.166000+00:00,2024-09-10 11:05:56.166000+00:00,0.0,61.0644,5.565,0.0,0.0,0.0,0.0
970013575,1,2025-03-05 10:07:52.141000+00:00,2025-03-05 10:07:52.141000+00:00,0.0,61.1371,5.3462,0.0,0.0,0.0,0.0
252957628,1,2024-09-02 08:36:41.503000+00:00,2024-09-02 08:36:41.503000+00:00,0.0,61.1249,5.706,29.7,29.7,29.7,76.4
255991148,1,2024-09-21 21:48:01.406000+00:00,2024-09-21 21:48:01.406000+00:00,0.0,61.1269,5.818,7.3,7.3,7.3,321.9
257019339,1,2025-03-07 06:14:04.427000+00:00,2025-03-07 06:14:04.427000+00:00,0.0,61.0972,5.2914,1.8,1.8,1.8,339.2
970024915,1,2025-02-28 10:34:52.051000+00:00,2025-02-28 10:34:52.051000+00:00,0.0,61.0935,5.5081,0.0,0.0,0.0,0.0
970019391,1,2024-10-21 14:40:52.045000+00:00,2024-10-21 14:40:52.045000+00:00,0.0,61.0201,5.4626,0.0,0.0,0.0,0.0
970015612,1,2025-03-01 07:28:16.532000+00:00,2025-03-01 07:28:16.532000+00:00,0.0,60.085,5.3487,0.0,0.0,0.0,0.0
258857389,1,2024-08-31 19:05:05.326000+00:00,2024-08-31 19:05:05.326000+00:00,0.0,61.0079,5.0164,23.6,23.6,23.6,261.6
970022379,1,2024-08-02 16:50:50.682000+00:00,2024-08-02 16:50:50.682000+00:00,0.0,61.0683,5.5641,0.0,0.0,0.0,0.0
259499725,1,2024-11-25 09:21:09.307000+00:00,2024-11-25 09:21:09.307000+00:00,0.0,61.0879,5.0151,9.2,9.2,9.2,31.7
970028041,1,2025-02-26 13:45:14.715000+00:00,2025-02-26 13:45:14.715000+00:00,0.0,59.9549,5.2873,0.0,0.0,0.0,0.0
970015611,1,2025-03-01 07:35:24.872000+00:00,2025-03-01 07:35:24.872000+00:00,0.0,60.053,5.3293,0.0,0.0,0.0,0.0
258662295,1,2024-12-08 01:10:13.032000+00:00,2024-12-08 01:10:13.032000+00:00,0.0,61.0795,5.5499,10.4,10.4,10.4,68.1
970016808,1,2025-03-09 17:30:08.099000+00:00,2025-03-09 17:30:08.099000+00:00,0.0,61.0639,5.4017,0.0,0.0,0.0,0.0
258026130,1,2024-08-24 08:44:21.485000+00:00,2024-08-24 08:44:21.485000+00:00,0.0,61.0828,6.1423,25.6,25.6,25.6,111.7
259658280,1,2025-03-08 12:29:50.038000+00:00,2025-03-08 12:29:50.038000+00:00,0.0,60.1333,5.2262,13.3,13.3,13.3,54.2
258407020,1,2024-11-24 09:07:29.158000+00:00,2024-11-24 09:07:29.158000+00:00,0.0,61.1761,5.0299,69.7,69.7,69.7,134.5
970028042,1,2025-02-26 13:41:27.500000+00:00,2025-02-26 13:41:27.500000+00:00,0.0,59.9549,5.2873,0.0,0.0,0.0,0.0
259675208,1,2024-09-01 11:27:12.679000+00:00,2024-09-01 11:27:12.679000+00:00,0.0,61.0758,5.074,30.3,30.3,30.3,239.0
258215352,1,2025-02-04 03:11:09.122000+00:00,2025-02-04 03:11:09.122000+00:00,0.0,61.0749,5.5048,7.2,7.2,7.2,359.0
259818142,1,2025-03-30 18:08:21.526000+00:00,2025-03-30 18:08:21.526000+00:00,0.0,60.0491,5.1961,0.0,0.0,0.0,90.9
970014502,1,2024-09-30 12:26:20.234000+00:00,2024-09-30 12:26:20.234000+00:00,0.0,61.104,5.019,0.0,0.0,0.0,0.0
258179340,1,2024-08-17 04:42:25.351000+00:00,2024-08-17 04:42:25.351000+00:00,0.0,61.0837,5.0937,0.5,0.5,0.5,19.0
792822290,1,2024-10-16 02:53:37.840000+00:00,2024-10-16 02:53:37.840000+00:00,0.0,61.1734,5.0373,8.7,8.7,8.7,125.5
970020770,1,2025-01-23 13:07:44.877000+00:00,2025-01-23 13:07:44.877000+00:00,0.0,61.1054,5.2338,0.0,0.0,0.0,0.0
258396846,1,2024-10-31 09:19:38.820000+00:00,2024-10-31 09:19:38.820000+00:00,0.0,61.1041,5.0192,2.2,2.2,2.2,267.6
258026890,1,2024-09-06 03:24:24.524000+00:00,2024-09-06 03:24:24.524000+00:00,0.0,61.1708,5.3444,0.0,0.0,0.0,109.8
449895796,1,2024-10-08 10:32:39.749000+00:00,2024-10-08 10:32:39.749000+00:00,0.0,61.1224,5.3266,0.0,0.0,0.0,245.2
970024672,1,2024-08-31 06:19:44.721000+00:00,2024-08-31 06:19:44.721000+00:00,0.0,61.0779,5.3847,0.0,0.0,0.0,0.0
